2.090424746274948120e-01,1.772498041391372681e-01,4.480000138282775879e-01
1.754556223750114441e-01,1.875366270542144775e-01,4.740000367164611816e-01
1.712359249591827448e-01,1.883111715316772572e-01,4.772000193595886119e-01
4.976172000169754028e-02,2.275903373956680298e-01,5.790000557899475098e-01
2.667983807623386383e-02,2.275903224945068359e-01,5.790000259876251221e-01
3.433932550251483917e-03,2.173703759908676147e-01,5.530000329017639160e-01
2.035495183534092312e-01,1.782061499026086626e-01,4.518889122539096470e-01
1.997280642390251160e-01,1.785564683377742767e-01,4.550000131130218506e-01
1.382217258214950562e-01,1.978533267974853516e-01,5.049999952316284180e-01
4.049703851342201233e-02,2.284440994262695312e-01,5.850000381469726562e-01
6.610389705747366298e-03,2.182904869318008367e-01,5.568000316619873269e-01
-6.048385798931121826e-02,1.890033334493637085e-01,4.840000271797180176e-01
-1.709438413381576538e-01,1.421429961919784546e-01,3.640000224113464355e-01
-1.830447741917201332e-01,1.376988909074238487e-01,3.532857256276266678e-01
1.325929422791187473e-01,1.990450746737993659e-01,5.105000252907092584e-01
-1.323258174317223645e-01,1.581125408411026001e-01,4.064285925456455617e-01
-1.553456695242361463e-01,1.481553559953516230e-01,3.810000162233005971e-01
-1.816320806741714422e-01,1.377639770507812500e-01,3.556000173091888317e-01
1.078922338783740997e-01,2.058339007198810577e-01,5.332500338554382324e-01
9.533586612214213496e-02,2.107201730427534780e-01,5.414782918017843061e-01
-8.325579783154858290e-03,2.105884725848833627e-01,5.420555836624569856e-01
-8.418613907537962626e-02,1.785696635120793407e-01,4.600000208929965195e-01
6.817604750394820612e-02,2.155243694782257025e-01,5.638000130653381126e-01
6.249428480382888257e-02,2.205525651093452333e-01,5.690322883667484621e-01
5.712216657896836830e-02,2.225924047331015176e-01,5.731666783491770056e-01
2.063076151534914970e-02,2.221601568162441254e-01,5.730000138282775879e-01
-3.250941857695579390e-02,2.000874300797780281e-01,5.169333656628926077e-01
-5.584394101585660880e-02,1.902088603803089584e-01,4.902285916464669269e-01
-1.287679510811964578e-01,1.591904231657584601e-01,4.115000218152999878e-01
2.136412769556045588e-01,1.724991701543331091e-01,4.432000294327735901e-01
1.166299876685325948e-01,2.019525519930399360e-01,5.221923314608060140e-01
-2.810994356318756437e-02,2.016431015950662098e-01,5.215926192424915619e-01
-5.191457111920629031e-02,1.900610796042851158e-01,4.955714557852063940e-01
-9.958132770326402761e-02,1.704166804750760489e-01,4.428889171944724312e-01
-1.761016017108252563e-01,1.392243497750975945e-01,3.608939575426506341e-01
-1.905472766269337148e-01,1.320208013057708740e-01,3.436363800005479141e-01
1.837409668883611957e-01,1.816224604845046997e-01,4.695697894623113156e-01
2.508094624198716274e-02,2.216061872654947751e-01,5.781379691485700745e-01
1.980447210371494293e-02,2.160284966230392456e-01,5.740000009536743164e-01
7.762475389703784017e-04,2.129223677127257686e-01,5.522174135498378877e-01
-1.717781027158101492e-01,1.389874849054548445e-01,3.655555711852179757e-01
2.112847141555098118e-01,1.713512273596935476e-01,4.478032999351376220e-01
5.275176987051963945e-02,2.214195892214775030e-01,5.779750362038612588e-01
4.650361903689124304e-02,2.228332622484727465e-01,5.823182084343649922e-01
3.016288184067782152e-02,2.227432272013495917e-01,5.828235499999102620e-01
-4.714087679706237960e-02,1.920438510952172384e-01,5.005926097984667589e-01
-1.193808135059144793e-01,1.614987858467631932e-01,4.226944645245869769e-01
1.120290479063987682e-01,2.018182194232940596e-01,5.293200290203095015e-01
1.092791631817817688e-01,1.992865055799484253e-01,5.350000262260437012e-01
4.868934676051139832e-02,2.160368263721466064e-01,5.840000510215759277e-01
4.228006278475125723e-02,2.212316483259200994e-01,5.861000259717304983e-01
-2.347692745653065863e-02,2.010958682407032461e-01,5.282727497996706489e-01
-1.424544937908649445e-01,1.502065441260735101e-01,3.959583515922228680e-01
-1.916590780019760132e-01,1.283343911170959362e-01,3.450000286102294922e-01
-1.931599959731102045e-01,1.299680996686220225e-01,3.424750141799449699e-01
7.334291634078209110e-02,2.118287143798974759e-01,5.591154121435605306e-01
6.902564316987991333e-02,2.086502537131309509e-01,5.660000443458557129e-01
9.082802207697004970e-02,2.106433532067707726e-01,5.466190746852329641e-01
5.582945982870810529e-03,2.114042061216691026e-01,5.581470833105199869e-01
-5.484695197083055756e-04,2.054954886436462513e-01,5.532000303268432839e-01
-4.218757348625283565e-02,1.912280768156051636e-01,5.074737134732698607e-01
-1.673597834773899451e-01,1.411911342869099917e-01,3.701443472473891494e-01
1.032038663150900565e-01,2.019880984799336532e-01,5.374237501015097784e-01
9.685556996952403297e-02,2.032818773930722966e-01,5.425000326199964640e-01
-9.334414094490440725e-03,2.036817865936379757e-01,5.424737146026209489e-01
-3.887827627893004900e-02,1.932308828192097760e-01,5.115714498928615184e-01
-1.142865806608132917e-01,1.617240635022311190e-01,4.278873448640527766e-01
-1.383205750366536535e-01,1.521050054125669404e-01,4.009268476468760833e-01
1.298029353985419576e-01,1.907379902326143684e-01,5.156154219920818793e-01
6.422885710542852733e-02,2.122618261386047811e-01,5.702045708894729614e-01
-3.010221612122323739e-02,1.940407537751727696e-01,5.233333640628390349e-01
-1.121403481811285019e-01,1.677366606891155243e-01,4.302500188350677490e-01
-8.617324363894579564e-02,1.720497024858870239e-01,4.595000198701532645e-01
-1.098703128787187483e-01,1.621749280736996535e-01,4.329615579201624986e-01
1.621879987418651525e-01,1.815952276190122006e-01,4.884833544492721558e-01
1.569785012730530449e-01,1.834880118923527814e-01,4.929643039192472265e-01
6.019229535013437271e-02,2.103001158684492111e-01,5.755000412464141846e-01
1.837067306041717529e-02,2.083905339241027832e-01,5.753333767255147668e-01
-5.821168239821087470e-02,1.824214986779472969e-01,4.904909291050650877e-01
-8.242854724327723648e-02,1.676302204529444284e-01,4.650000333786010742e-01
-1.573976215210046992e-01,1.427380499002095793e-01,3.808919083964717456e-01
8.455036200729071361e-02,2.025301289909026137e-01,5.523921847343444824e-01
5.496002984759600085e-02,2.125282627732857366e-01,5.803261166033537588e-01
2.341677625782978903e-02,2.125625889270733593e-01,5.797949005395938160e-01
-5.333129330365746212e-02,1.815494078176992931e-01,4.964074282734482479e-01
-1.003950242884457111e-01,1.636092308908700943e-01,4.434375297278165817e-01
-1.334468428976833820e-01,1.516011557541787624e-01,4.076250195503234863e-01
1.844340138137340601e-01,1.724595682695508059e-01,4.710000239312648884e-01
2.722157972554365910e-02,2.092527722318967276e-01,5.853333671887716028e-01
-1.013932600617408752e-01,1.577496230602264404e-01,4.450000226497650146e-01
-1.111019942909479141e-01,1.554340757429599762e-01,4.337500184774398804e-01
-1.529391208291053794e-01,1.411778524518013112e-01,3.867600172758102195e-01
-1.945272727924234613e-01,1.251127395559759603e-01,3.434117822086109606e-01
1.097795495932752385e-01,1.916556006128137812e-01,5.350000262260437012e-01
-4.849956393605325128e-02,1.825325685303385570e-01,5.014390422076713261e-01
-1.305345594882965088e-01,1.462279185652732849e-01,4.140000343322753906e-01
2.127918725212415152e-01,1.620885046819845743e-01,4.492262133530208201e-01
1.801370468578840645e-01,1.696694705047105400e-01,4.766315990372708145e-01
1.197663284838199615e-01,1.899506524205207825e-01,5.256666938463846472e-01
7.559881696388834338e-02,2.025863315377916529e-01,5.605714534010205474e-01
-1.249842212480657272e-01,1.518494157230152741e-01,4.186235497979556852e-01
-1.488296093491764949e-01,1.427414603047556796e-01,3.915065136048700989e-01
-1.780958260632743428e-01,1.323849589617784317e-01,3.611818354977063827e-01
1.580819338560104370e-01,1.738492041826248113e-01,4.940000176429748535e-01
7.105322748422622514e-02,2.014527451992035034e-01,5.678000307083129750e-01
-4.380808456947928725e-02,1.814730237973363747e-01,5.096052900740974945e-01
-9.649443968727781928e-02,1.619343940873403942e-01,4.496351573112848388e-01
1.040450868507226262e-01,1.922131580611070034e-01,5.388500243425369263e-01
9.943581904683794492e-02,1.896422037056514076e-01,5.457143017223903270e-01
1.219406736911170935e-02,2.022728170785638990e-01,5.706111341714859009e-01
-4.183922708034515381e-02,1.772656887769699097e-01,5.150000452995300293e-01
2.024587633518072360e-01,1.620422819486031230e-01,4.575513024360705616e-01
1.380409747362136841e-01,1.762604489922523499e-01,5.139999985694885254e-01
-1.403179544210433893e-01,1.436699408292770319e-01,4.030800163745880127e-01
-1.439820723286990567e-01,1.417433580105331992e-01,3.984827769213709070e-01
-1.691189527931347691e-01,1.331608656426550574e-01,3.714507209583067793e-01
-1.297768452449848675e-01,1.528832692849008690e-01,4.123158141186362702e-01
-1.730826177487247985e-01,1.313239692857390839e-01,3.671184389999038178e-01
1.635804476086483439e-01,1.721443681176318685e-01,4.895116485828577280e-01
1.471132147643301191e-01,1.747564896941184998e-01,5.033333500226339075e-01
1.256102070860240782e-01,1.827306591946145642e-01,5.212391576041346397e-01
8.909674733877182007e-02,1.881788820028305054e-01,5.550000071525573730e-01
5.598613885896546599e-02,2.028263908411775396e-01,5.818214565515518188e-01
-7.613311115609005218e-03,1.924764666446419636e-01,5.510697919268940925e-01
-3.184888511896133423e-02,1.780070662498474121e-01,5.250000357627868652e-01
-3.607795326436152167e-02,1.820457299224665926e-01,5.198033080726373045e-01
-5.963039927576717358e-02,1.731668781293065895e-01,4.932105462802083840e-01
-8.818994966837076510e-02,1.624954980153303918e-01,4.600461748930124162e-01
-1.120843186974525424e-01,1.496418982744217030e-01,4.354000270366668590e-01
1.207057764132817568e-01,1.815618703762690300e-01,5.268333574136098152e-01
5.074895406141877174e-02,2.015577008326848441e-01,5.861250236630439758e-01
-2.743123914115130901e-03,1.915562984844048910e-01,5.558333645264307288e-01
